,make,model,priceUSD,year,condition,mileage(kilometers),fuel_type,volume(cm3),color,transmission,drive_unit,segment
33912,peugeot,107,4300,2009,with mileage,116000,petrol,1000,black,mechanics,front-wheel drive,A
33946,daewoo,matiz,3565,2014,with mileage,52560,petrol,800,silver,mechanics,front-wheel drive,A
34190,mercedes-benz,a-klass,3650,2000,with mileage,258000,petrol,1600,red,mechanics,front-wheel drive,A
34237,mercedes-benz,a-klass,3550,2003,with mileage,249000,diesel,1700,black,auto,front-wheel drive,A
34414,ford,ka,1500,2004,with mileage,142000,petrol,1300,burgundy,mechanics,front-wheel drive,A
34495,mercedes-benz,a-klass,6100,2006,with mileage,159,petrol,1500,black,mechanics,front-wheel drive,A
34564,daewoo,matiz,1995,2009,with mileage,90000,petrol,1000,other,mechanics,front-wheel drive,A
34616,volkswagen,fox,3650,2006,with mileage,106000,petrol,1200,blue,mechanics,front-wheel drive,A
34680,mercedes-benz,a-klass,13000,2013,with mileage,130000,petrol,1800,white,auto,,A
34691,mini,cooper,13000,2013,with mileage,50000,petrol,1600,blue,auto,rear drive,A
34849,rover,45,2650,2000,with mileage,189200,petrol,1800,other,mechanics,front-wheel drive,A
34955,mercedes-benz,a-klass,2700,2000,with mileage,194000,petrol,1400,red,mechanics,front-wheel drive,A
34998,mercedes-benz,a-klass,3500,1999,with mileage,175000,petrol,1600,burgundy,auto,front-wheel drive,A
35338,opel,agila,2300,2001,with mileage,194000,petrol,1000,blue,mechanics,front-wheel drive,A
35411,daewoo,matiz,3100,2008,with mileage,79000,petrol,800,burgundy,auto,front-wheel drive,A
35666,zaz,965,350,1968,with mileage,34534,petrol,900,other,mechanics,rear drive,A
35686,ford,ka,999,1996,with mileage,148000,petrol,1300,green,mechanics,front-wheel drive,A
35692,ford,ka,3500,2009,with mileage,205000,petrol,1200,black,mechanics,front-wheel drive,A
35865,mercedes-benz,a-klass,4754,2004,with mileage,120000,petrol,1600,blue,auto,front-wheel drive,A
35960,mercedes-benz,a-klass,6999,2008,with mileage,88000,petrol,1500,black,auto,front-wheel drive,A
36170,mercedes-benz,a-klass,1950,1997,with mileage,210000,petrol,1400,blue,mechanics,front-wheel drive,A
36413,mercedes-benz,a-klass,2650,1998,with mileage,200,petrol,1600,green,auto,front-wheel drive,A
36496,zaz,965,4200,1967,with mileage,1800,petrol,900,blue,mechanics,rear drive,A
36531,mercedes-benz,a-klass,3700,2003,with mileage,320000,diesel,1700,silver,mechanics,front-wheel drive,A
36740,rover,45,2300,2000,with mileage,270000,petrol,1800,blue,mechanics,front-wheel drive,A
36935,peugeot,107,3750,2007,with mileage,170000,petrol,1000,gray,mechanics,front-wheel drive,A
36967,mercedes-benz,a-klass,2850,1998,with mileage,280000,petrol,1400,other,mechanics,front-wheel drive,A
37602,mercedes-benz,a-klass,1500,1998,with mileage,200000,petrol,1400,gray,mechanics,front-wheel drive,A
37667,opel,agila,2550,2001,with mileage,165000,petrol,1000,white,mechanics,front-wheel drive,A
37890,hyundai,atos,1650,1998,with mileage,300000,petrol,1000,red,mechanics,front-wheel drive,A
37924,mercedes-benz,a-klass,9500,2010,with mileage,77000,petrol,1800,black,auto,front-wheel drive,A
37941,mini,cooper,7650,2007,with mileage,139000,petrol,1600,other,auto,front-wheel drive,A
38035,mercedes-benz,a-klass,14000,2013,with mileage,105000,petrol,1600,black,auto,front-wheel drive,A
38138,mercedes-benz,a-klass,3100,2003,with mileage,256000,diesel,1700,gray,mechanics,front-wheel drive,A
38238,mercedes-benz,a-klass,3000,2000,with mileage,180000,petrol,1800,green,auto,rear drive,A
38344,rover,45,2200,2000,with mileage,219280,petrol,1600,green,mechanics,front-wheel drive,A
38574,mercedes-benz,a-klass,3750,2001,with mileage,97000,petrol,1400,silver,mechanics,front-wheel drive,A
38653,hyundai,atos,1700,2001,with mileage,180000,petrol,1000,blue,mechanics,front-wheel drive,A
38706,peugeot,107,2800,2005,with mileage,133000,petrol,1000,white,mechanics,front-wheel drive,A
38737,mercedes-benz,a-klass,3350,2000,with mileage,274264,petrol,1400,black,auto,front-wheel drive,A
38739,mercedes-benz,a-klass,29900,2019,with mileage,15,petrol,1400,white,auto,front-wheel drive,A
38830,chevrolet,matiz,2500,2006,with mileage,170000,petrol,800,orange,mechanics,front-wheel drive,A
38864,mercedes-benz,a-klass,2377,1999,with mileage,234560,petrol,1400,silver,mechanics,,A
38922,rover,45,990,2000,with mileage,351960,petrol,1800,silver,mechanics,front-wheel drive,A
39094,daewoo,matiz,2050,2008,with mileage,89400,petrol,800,white,mechanics,front-wheel drive,A
39176,hyundai,atos,3200,2006,with mileage,133000,petrol,1100,blue,mechanics,front-wheel drive,A
39254,daewoo,matiz,3100,2008,with mileage,106000,petrol,800,blue,auto,front-wheel drive,A
39351,daewoo,matiz,1600,2007,with mileage,80000,petrol,800,blue,mechanics,front-wheel drive,A
39397,mercedes-benz,a-klass,2000,1998,with mileage,223000,petrol,1400,burgundy,mechanics,front-wheel drive,A
39507,mercedes-benz,a-klass,14999,2013,with mileage,118000,petrol,1600,white,auto,front-wheel drive,A
39796,mercedes-benz,a-klass,12650,2013,with mileage,66600,petrol,1600,white,auto,front-wheel drive,A
39820,mercedes-benz,a-klass,3500,1999,with mileage,193000,petrol,1600,silver,mechanics,,A
39,renault,clio,4600,2009,with mileage,126000,petrol,1200,red,mechanics,front-wheel drive,B
40,lada-vaz,vesta,11300,2018,with mileage,75000,petrol,1800,black,auto,front-wheel drive,B
73,honda,fit,11199,2015,with mileage,35400,petrol,1500,red,auto,front-wheel drive,B
94,hyundai,accent,700,1995,with mileage,330000,petrol,1300,red,mechanics,front-wheel drive,B
115,fiat,palio,1245,2000,with mileage,300000,petrol,1200,silver,mechanics,front-wheel drive,B
128,hyundai,solaris,11890,2017,with mileage,32000,petrol,1600,black,auto,front-wheel drive,B
134,volkswagen,polo,1100,1995,with mileage,212200,petrol,1000,green,mechanics,front-wheel drive,B
155,seat,ibiza,1234,1997,with mileage,209000,petrol,1000,red,mechanics,front-wheel drive,B
158,rover,400,1000,1998,with mileage,201000,petrol,1400,silver,mechanics,front-wheel drive,B
164,volkswagen,polo-sedan,6500,2010,with mileage,150000,petrol,1600,white,mechanics,front-wheel drive,B
187,skoda,fabia,5500,2010,with mileage,205000,diesel,1400,silver,mechanics,front-wheel drive,B
205,chevrolet,aveo,3950,2007,with mileage,270,petrol,1600,gray,mechanics,front-wheel drive,B
213,peugeot,207,4900,2007,with mileage,103000,petrol,1600,other,auto,front-wheel drive,B
248,hyundai,accent,6550,2012,with mileage,165000,petrol,1600,gray,mechanics,front-wheel drive,B
253,lada-vaz,2106,650,1992,with mileage,85000,petrol,1300,other,mechanics,rear drive,B
255,citroen,c3,3250,2003,with mileage,260000,diesel,1400,blue,mechanics,front-wheel drive,B
285,kia,rio,8900,2016,with mileage,80000,petrol,1600,gray,mechanics,front-wheel drive,B
299,citroen,c3,3500,2004,with mileage,330000,diesel,1400,red,mechanics,front-wheel drive,B
318,moskvich,2140,700,1982,with mileage,49000,petrol,1500,white,mechanics,rear drive,B
334,volkswagen,polo,1300,1995,with mileage,247000,petrol,1400,green,mechanics,front-wheel drive,B
341,lada-vaz,2106,2300,1991,with mileage,63000,petrol,1300,black,mechanics,rear drive,B
361,lada-vaz,2104,380,1988,with mileage,300000,petrol,1600,blue,mechanics,rear drive,B
371,citroen,c3,4000,2007,with mileage,90000,petrol,1400,blue,mechanics,front-wheel drive,B
376,volkswagen,polo,5400,2008,with mileage,158000,diesel,1400,gray,mechanics,front-wheel drive,B
377,opel,corsa,5500,2010,with mileage,198000,petrol,1200,white,mechanics,front-wheel drive,B
379,skoda,fabia,5600,2012,with mileage,216000,petrol,1400,white,mechanics,front-wheel drive,B
385,hyundai,solaris,8900,2016,with damage,187000,petrol,1400,white,mechanics,front-wheel drive,B
386,toyota,prius,17500,2014,with mileage,143000,petrol,1800,other,auto,front-wheel drive,B
420,seat,ibiza,600,1993,with mileage,179000,petrol,1800,white,mechanics,front-wheel drive,B
452,lada-vaz,2105,700,1982,with mileage,30000,petrol,1500,red,mechanics,rear drive,B
460,seat,cordoba,2350,2000,with mileage,305000,petrol,1400,silver,mechanics,front-wheel drive,B
471,fiat,punto,3100,2002,with mileage,186000,petrol,1200,black,mechanics,front-wheel drive,B
475,opel,corsa,1500,1997,with mileage,208000,petrol,1000,blue,mechanics,front-wheel drive,B
486,lada-vaz,2108,300,1992,with mileage,264000,petrol,1500,red,mechanics,front-wheel drive,B
487,ford,fiesta,3250,2007,with mileage,190000,petrol,1600,black,auto,front-wheel drive,B
502,citroen,c-elysee,5600,2013,with mileage,394000,petrol,1200,white,mechanics,front-wheel drive,B
503,ford,fiesta,1450,1999,with mileage,380000,diesel,1800,blue,mechanics,front-wheel drive,B
566,peugeot,207,5750,2010,with mileage,124000,petrol,1400,silver,mechanics,front-wheel drive,B
586,hyundai,solaris,9600,2016,with mileage,43000,petrol,1600,black,mechanics,front-wheel drive,B
590,peugeot,206,3950,2008,with mileage,134066,petrol,1400,gray,mechanics,front-wheel drive,B
593,renault,clio,1900,1999,with mileage,280000,petrol,1200,other,mechanics,front-wheel drive,B
597,renault,sandero,8651,2016,with mileage,38697,petrol,1600,black,mechanics,front-wheel drive,B
610,toyota,yaris,7400,2013,with mileage,163500,petrol,1000,white,mechanics,front-wheel drive,B
613,volkswagen,polo-sedan,6600,2016,with mileage,235401,petrol,1600,gray,mechanics,front-wheel drive,B
615,skoda,fabia,5000,2008,with mileage,260000,diesel,1400,white,mechanics,front-wheel drive,B
617,renault,clio,5700,2010,with mileage,165000,petrol,1200,black,mechanics,front-wheel drive,B
628,lada-vaz,21099,665,1993,with mileage,249000,petrol,1500,red,mechanics,front-wheel drive,B
631,hyundai,solaris,6700,2013,with mileage,140000,petrol,1600,blue,auto,front-wheel drive,B
632,lada-vaz,2105,699,1984,with mileage,80000,petrol,1300,blue,mechanics,rear drive,B
634,skoda,fabia,6250,2011,with mileage,260000,petrol,1400,white,mechanics,front-wheel drive,B
641,kia,rio,1700,2001,with mileage,193432,petrol,1300,silver,auto,front-wheel drive,B
653,peugeot,206,2500,2000,with mileage,189000,petrol,1100,brown,mechanics,front-wheel drive,B
659,peugeot,208,7850,2013,with mileage,64000,petrol,1000,gray,mechanics,front-wheel drive,B
667,moskvich,2140,800,1982,with mileage,46000,petrol,1500,green,mechanics,rear drive,B
669,fiat,palio,1100,2001,with mileage,350000,petrol,1200,gray,mechanics,front-wheel drive,B
687,renault,sandero,7399,2013,with mileage,90568,petrol,1600,brown,mechanics,front-wheel drive,B
700,opel,corsa,6000,2010,with mileage,1,petrol,1200,white,auto,,B
738,toyota,yaris,4600,2007,with mileage,190000,petrol,1000,red,mechanics,front-wheel drive,B
751,lada-vaz,2111,950,2007,with mileage,243000,petrol,1596,gray,mechanics,front-wheel drive,B
771,mitsubishi,colt,1650,2002,with mileage,280000,petrol,1300,blue,mechanics,front-wheel drive,B
776,volkswagen,polo,2000,2001,with mileage,240000,diesel,1400,gray,mechanics,front-wheel drive,B
779,hyundai,getz,2350,2004,with mileage,103000,petrol,1100,blue,mechanics,,B
783,toyota,yaris,9800,2017,with mileage,37000,petrol,1000,silver,mechanics,front-wheel drive,B
806,fiat,punto,1700,2000,with mileage,220000,petrol,1200,silver,mechanics,front-wheel drive,B
816,hyundai,accent,1650,2000,with mileage,370000,petrol,1500,gray,mechanics,front-wheel drive,B
818,lada-vaz,2110,2000,2003,with mileage,120000,petrol,1600,silver,mechanics,,B
830,lada-vaz,2101,352,1982,with mileage,45000,petrol,1400,other,mechanics,rear drive,B
839,lada-vaz,2109,650,1990,with mileage,200000,petrol,1300,silver,mechanics,front-wheel drive,B
844,rover,200,800,1997,with mileage,311000,petrol,1600,green,mechanics,front-wheel drive,B
856,hyundai,solaris,9200,2015,with mileage,70000,petrol,1400,white,mechanics,front-wheel drive,B
871,fiat,palio,400,1998,for parts,280000,petrol,1600,blue,mechanics,front-wheel drive,B
880,volkswagen,polo,5850,2009,with mileage,148000,petrol,1400,black,mechanics,front-wheel drive,B
889,lada-vaz,2101,1400,1976,with mileage,32000,petrol,1300,white,mechanics,rear drive,B
894,lada-vaz,2105,1500,1998,with mileage,75000,petrol,1500,blue,mechanics,rear drive,B
905,peugeot,106,1150,1997,with mileage,268000,petrol,1000,blue,mechanics,front-wheel drive,B
920,citroen,c3,3000,2002,with mileage,250000,petrol,1400,black,mechanics,front-wheel drive,B
938,skoda,fabia,5600,2009,with mileage,133,petrol,1300,white,mechanics,front-wheel drive,B
946,opel,corsa,7300,2012,with mileage,99000,petrol,1400,red,auto,front-wheel drive,B
947,lada-vaz,2110,1000,2001,with mileage,200000,petrol,1500,blue,mechanics,,B
951,renault,clio,1800,2000,with mileage,320000,diesel,1900,blue,mechanics,front-wheel drive,B
956,toyota,prius,8200,2005,with mileage,167371.36,petrol,1500,white,auto,front-wheel drive,B
992,toyota,prius,5300,2002,with mileage,350000,petrol,1500,silver,auto,front-wheel drive,B
1016,lada-vaz,2115,850,2006,with mileage,67500,petrol,1500,other,mechanics,front-wheel drive,B
1041,hyundai,solaris,6000,2011,with mileage,153000,petrol,1400,black,auto,front-wheel drive,B
1052,renault,sandero,7450,2015,with mileage,68000,petrol,1600,blue,mechanics,front-wheel drive,B
1056,fiat,punto,850,1998,with mileage,235000,petrol,1100,black,mechanics,front-wheel drive,B
1120,skoda,felicia,1513,1995,with mileage,160000,petrol,1300,red,mechanics,front-wheel drive,B
1128,volkswagen,polo,800,1993,with mileage,252253,petrol,1300,blue,mechanics,front-wheel drive,B
1146,citroen,c-elysee,7500,2013,with mileage,170000,petrol,1600,gray,auto,front-wheel drive,B
1158,seat,cordoba,1070,1998,with mileage,300000,petrol,1600,blue,mechanics,front-wheel drive,B
1172,honda,fit,6250,2010,with mileage,129000,petrol,1500,gray,auto,front-wheel drive,B
1179,lada-vaz,kalina,7500,2017,with mileage,95000,petrol,1600,orange,mechanics,front-wheel drive,B
1197,renault,logan,7600,2017,with mileage,63000,petrol,1600,black,mechanics,front-wheel drive,B
1200,lada-vaz,2109,1400,1997,with mileage,222222,petrol,1500,gray,mechanics,front-wheel drive,B
1209,daewoo,nexia,650,1996,with mileage,200000,petrol,1500,blue,mechanics,front-wheel drive,B
1213,volkswagen,polo,6200,2010,with mileage,145000,petrol,1400,white,auto,front-wheel drive,B
1215,lada-vaz,2108,1300,1991,with mileage,57,petrol,1500,gray,mechanics,front-wheel drive,B
1220,renault,clio,1350,2001,with mileage,331000,diesel,1500,yellow,mechanics,front-wheel drive,B
1231,peugeot,206,2799,2002,with mileage,220000,petrol,1400,blue,mechanics,front-wheel drive,B
1240,volkswagen,polo-sedan,11000,2017,with mileage,42000,petrol,1600,other,mechanics,front-wheel drive,B
1290,hyundai,accent,1300,1996,for parts,350,petrol,1300,blue,mechanics,front-wheel drive,B
1291,ford,fiesta,5600,2010,with mileage,225708,petrol,1200,silver,mechanics,front-wheel drive,B
1294,fiat,palio,380,1998,with damage,220000,petrol,1200,silver,mechanics,,B
1299,peugeot,206,2377,2000,with mileage,250000,petrol,1400,silver,mechanics,front-wheel drive,B
1301,citroen,c-elysee,8900,2016,with mileage,40130,petrol,1600,white,mechanics,front-wheel drive,B
1345,lada-vaz,2106,450,1992,with mileage,67642,petrol,1300,blue,mechanics,rear drive,B
1393,peugeot,106,1000,1998,with mileage,230000,petrol,1000,blue,mechanics,front-wheel drive,B
1397,skoda,fabia,3600,2006,with mileage,310000,petrol,1400,gray,mechanics,front-wheel drive,B
1401,hyundai,accent,11432,2018,with mileage,37800,petrol,1600,black,mechanics,front-wheel drive,B
1413,fiat,punto,3000,2000,with mileage,312800,petrol,1200,black,mechanics,front-wheel drive,B
1438,peugeot,206,1800,2000,with mileage,256654,petrol,1400,silver,mechanics,front-wheel drive,B
1440,opel,corsa,550,1993,with mileage,330,petrol,1200,white,mechanics,,B
1464,ford,fiesta,2990,2004,with mileage,270000,petrol,1400,silver,mechanics,front-wheel drive,B
1470,fiat,palio,2150,2000,with mileage,199000,petrol,1200,silver,mechanics,front-wheel drive,B
1489,renault,logan,4000,2014,with damage,138000,petrol,1600,silver,mechanics,front-wheel drive,B
1501,lada-vaz,2107,350,2002,with mileage,200000,petrol,1600,purple,mechanics,rear drive,B
1519,lada-vaz,2105,450,1990,with mileage,200000,petrol,1500,red,mechanics,rear drive,B
1532,lada-vaz,2106,390,1988,with mileage,100000,petrol,1300,other,mechanics,rear drive,B
1536,lada-vaz,21099,700,1995,with mileage,42000,petrol,1500,red,mechanics,front-wheel drive,B
1542,lada-vaz,2108,600,1986,with mileage,1,petrol,1300,other,mechanics,front-wheel drive,B
1553,chevrolet,aveo,6900,2013,with mileage,129000,petrol,1400,black,auto,front-wheel drive,B
1554,renault,clio-rs,7300,2008,with mileage,138000,petrol,2000,blue,mechanics,front-wheel drive,B
1559,rover,200,3000,1998,with mileage,300000,petrol,1400,burgundy,mechanics,front-wheel drive,B
1563,kia,rio,6900,2014,with mileage,143000,petrol,1400,black,mechanics,front-wheel drive,B
1610,ford,fiesta,9950,2015,with mileage,93000,petrol,1600,black,auto,front-wheel drive,B
1616,seat,ibiza,4900,2009,with mileage,140000,petrol,1200,red,mechanics,front-wheel drive,B
1641,mitsubishi,colt,4900,2006,with mileage,94000,diesel,1500,black,auto,front-wheel drive,B
1650,lada-vaz,2106,618,1990,with mileage,23444,petrol,10000,white,mechanics,rear drive,B
1680,skoda,fabia,7570,2010,with mileage,172000,diesel,1400,gray,mechanics,front-wheel drive,B
1700,citroen,c2,3500,2005,with mileage,104218,petrol,1400,red,mechanics,front-wheel drive,B
1719,mitsubishi,colt,1000,1993,with mileage,222000,petrol,1800,yellow,mechanics,front-wheel drive,B
1722,kia,rio,9500,2016,with mileage,77000,petrol,1600,silver,mechanics,front-wheel drive,B
1737,fiat,punto,2350,2002,with mileage,289,diesel,1900,black,mechanics,front-wheel drive,B
1739,renault,sandero,7300,2013,with mileage,97500,petrol,1600,burgundy,auto,front-wheel drive,B
1756,fiat,punto,1212,1999,with mileage,499000,petrol,1242,black,mechanics,front-wheel drive,B
1759,skoda,felicia,400,1997,for parts,285000,diesel,1900,burgundy,mechanics,front-wheel drive,B
